Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date 
  
1,Pune,Pune(Moshi),Tomato,Local,FAQ,1800,2000,1900,21 Oct 2021 
